,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,Propertycount,Sold_Month,Sold_Year,station,metro_lat,metro_lon,Distance_to_Station
10974,Watsonia,3 Leafield St,h,SP,Nelson,Banyule City Council,Northern Metropolitan,4,900000.0,14.5,3087.0,4.0,1.0,1.0,670.0,-37.71209,145.0757,2329.0,8.0,2017.0,Watsonia,-37.71137999999996,145.083389,0.681
10975,Werribee,29 Briardale Dr,h,S,hockingstuart,Wyndham City Council,Western Metropolitan,3,490000.0,14.7,3030.0,3.0,2.0,2.0,536.0,-37.90419,144.63761,16166.0,8.0,2017.0,Werribee,-37.89951099999996,144.66091300000005,2.1098
10976,Werribee,31 Hooker Rd,h,S,hockingstuart,Wyndham City Council,Western Metropolitan,3,412700.0,14.7,3030.0,3.0,1.0,1.0,299.0,-37.89513,144.64056,16166.0,8.0,2017.0,Werribee,-37.89951099999996,144.66091300000005,1.8511
10977,West Footscray,27 Busch St,h,S,RW,Maribyrnong City Council,Western Metropolitan,4,990000.0,6.4,3012.0,4.0,2.0,2.0,501.0,-37.79591,144.87595,5058.0,8.0,2017.0,West Footscray,-37.801849000000004,144.88564800000006,1.078
10978,West Footscray,24 Oxford St,h,VB,GL,Maribyrnong City Council,Western Metropolitan,3,675000.0,6.4,3012.0,3.0,1.0,1.0,160.0,-37.79219,144.87575,5058.0,8.0,2017.0,Tottenham,-37.79925499999996,144.86294800000007,1.372
10979,West Footscray,28 Tucker St,h,S,Biggin,Maribyrnong City Council,Western Metropolitan,2,855000.0,6.4,3012.0,2.0,1.0,1.0,332.0,-37.79136,144.87619,5058.0,8.0,2017.0,West Footscray,-37.801849000000004,144.88564800000006,1.4321
10980,Wheelers Hill,12 Erskine Cr,h,S,Ray,Monash City Council,South-Eastern Metropolitan,4,1200000.0,16.7,3150.0,4.0,2.0,2.0,650.0,-37.91026,145.19298,7392.0,8.0,2017.0,Glen Waverley,-37.87978499999997,145.1630590000001,4.2868
10981,Wheelers Hill,99 Grandview Rd,h,S,Ray,Monash City Council,South-Eastern Metropolitan,4,1480000.0,16.7,3150.0,4.0,3.0,2.0,649.0,-37.9163,145.19612,7392.0,8.0,2017.0,Glen Waverley,-37.87978499999997,145.1630590000001,4.9901
10982,Wheelers Hill,2 Rodney Cl,h,S,Ray,Monash City Council,South-Eastern Metropolitan,4,1500000.0,16.7,3150.0,4.0,2.0,2.0,657.0,-37.90466,145.19434,7392.0,8.0,2017.0,Glen Waverley,-37.87978499999997,145.1630590000001,3.8968
10983,Wheelers Hill,4 Tyrone Ct,h,SP,Fletchers,Monash City Council,South-Eastern Metropolitan,4,1194700.0,16.7,3150.0,4.0,2.0,2.0,875.0,-37.92048,145.18258,7392.0,8.0,2017.0,Springvale,-37.94937999999996,145.153507,4.1022
10984,Wyndham Vale,11 Chisholm Pl,h,S,hockingstuart,Wyndham City Council,Western Metropolitan,3,475000.0,27.2,3024.0,3.0,2.0,1.0,300.0,-37.88162,144.62082,5262.0,8.0,2017.0,Werribee,-37.89951099999996,144.66091300000005,4.0418
10985,Yallambie,39 Fahey Cr,h,S,Nelson,Banyule City Council,Northern Metropolitan,4,1025000.0,12.7,3085.0,4.0,2.0,2.0,585.0,-37.73022,145.08361,1369.0,8.0,2017.0,Macleod,-37.726291,145.06910700000003,1.3482
10986,Aberfeldie,10 Caroline St,h,S,Rendina,Moonee Valley City Council,Western Metropolitan,5,1830000.0,7.5,3040.0,5.0,4.0,4.0,730.0,-37.7595,144.89427,1543.0,9.0,2017.0,Essendon,-37.75600799999995,144.916198,1.9664
10987,Airport West,33 Bedford St,h,S,Harcourts,Moonee Valley City Council,Western Metropolitan,3,860000.0,10.4,3042.0,3.0,2.0,2.0,593.0,-37.72057,144.87558,3464.0,9.0,2017.0,Oak Park,-37.718046999999956,144.92153500000006,4.0518
10988,Airport West,16 Highridge Cr,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,850000.0,10.4,3042.0,3.0,1.0,2.0,551.0,-37.72739,144.88235,3464.0,9.0,2017.0,Oak Park,-37.718046999999956,144.92153500000006,3.5996
10989,Albanvale,5 Hedgerow Ct,h,S,Bells,Brimbank City Council,Western Metropolitan,3,565000.0,14.0,3021.0,3.0,1.0,2.0,619.0,-37.74521,144.76863,1899.0,9.0,2017.0,St Albans,-37.744872999999984,144.80007,2.7647
10990,Albert Park,59 Moubray St,h,VB,Cayzer,Port Phillip City Council,Southern Metropolitan,3,2100000.0,3.0,3206.0,3.0,2.0,2.0,137.0,-37.84388,144.95303,3280.0,9.0,2017.0,Southern Cross,-37.818354,144.95219300000008,2.8393
10991,Albion,41 Adelaide St,h,S,Bells,Brimbank City Council,Western Metropolitan,3,760000.0,10.5,3020.0,3.0,1.0,1.0,697.0,-37.78036,144.8195,2185.0,9.0,2017.0,Albion,-37.77765599999998,144.82470999999998,0.5478
10992,Altona Meadows,52 Spicer Bvd,h,S,YPA,Hobsons Bay City Council,Western Metropolitan,4,750000.0,15.5,3028.0,4.0,2.0,2.0,636.0,-37.87941,144.76935,7630.0,9.0,2017.0,Aircraft,-37.866603,144.760809,1.6093
10993,Altona North,35 Mahon Av,h,S,Barlow,Hobsons Bay City Council,Western Metropolitan,3,980000.0,9.4,3025.0,3.0,1.0,2.0,667.0,-37.82853,144.85091,5132.0,9.0,2017.0,Spotswood,-37.83065099999999,144.885942,3.0857
10994,Altona North,105 Third Av,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,4,970000.0,9.4,3025.0,4.0,1.0,5.0,561.0,-37.83224,144.853,5132.0,9.0,2017.0,Spotswood,-37.83065099999999,144.885942,2.8985
10995,Armadale,9 Bailey Av,h,VB,Kay,Stonnington City Council,Southern Metropolitan,4,3000000.0,6.3,3143.0,4.0,3.0,2.0,474.0,-37.86345,145.02454,4836.0,9.0,2017.0,Malvern,-37.86624999999998,145.02929400000005,0.5207
10996,Armadale,22 Gladstone Av,h,VB,hockingstuart,Stonnington City Council,Southern Metropolitan,3,1500000.0,6.3,3143.0,3.0,1.0,2.0,230.0,-37.86275,145.02364,4836.0,9.0,2017.0,Malvern,-37.86624999999998,145.02929400000005,0.6307
10997,Ascot Vale,13 Brisbane St,t,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1130000.0,4.3,3032.0,3.0,2.0,1.0,231.0,-37.77373,144.9311,6567.0,9.0,2017.0,Ascot Vale,-37.775420999999994,144.92188399999998,0.8315
10998,Ashburton,3A Crete Av,h,S,Jellis,Boroondara City Council,Southern Metropolitan,3,1210000.0,10.2,3147.0,3.0,1.0,3.0,407.0,-37.8696,145.0866,3052.0,9.0,2017.0,Alamein,-37.86884299999997,145.07955800000002,0.6238
10999,Ashburton,20 Eleanor St,h,SP,Buxton,Boroondara City Council,Southern Metropolitan,3,1840000.0,10.2,3147.0,3.0,1.0,2.0,648.0,-37.8614,145.08436,3052.0,9.0,2017.0,Ashburton,-37.861767999999984,145.081416,0.2617
11000,Balwyn,12 Belmore Rd,h,PI,Marshall,Boroondara City Council,Southern Metropolitan,5,2580000.0,7.9,3103.0,5.0,5.0,2.0,621.0,-37.80199,145.06486,5682.0,9.0,2017.0,East Camberwell,-37.825759000000005,145.06832400000008,2.6605
11001,Balwyn North,85 Clifton St,h,VB,hockingstuart,Boroondara City Council,Southern Metropolitan,4,1400000.0,9.7,3104.0,4.0,2.0,1.0,629.0,-37.79241,145.10445,7809.0,9.0,2017.0,Mont Albert,-37.819541999999956,145.10556000000008,3.0185
11002,Bayswater,85 Begonia Av,h,S,iTRAK,Knox City Council,Eastern Metropolitan,3,755000.0,23.2,3153.0,3.0,2.0,4.0,782.0,-37.85002,145.25964,5030.0,9.0,2017.0,Bayswater,-37.84186299999999,145.26826700000004,1.1817
11003,Bayswater North,4 David Cl,h,S,McGrath,Maroondah City Council,Eastern Metropolitan,3,800000.0,23.2,3153.0,3.0,2.0,5.0,931.0,-37.82534,145.29921,3598.0,9.0,2017.0,Bayswater,-37.84186299999999,145.26826700000004,3.2803
11004,Bayswater North,8 Skye Ct,h,S,iTRAK,Maroondah City Council,Eastern Metropolitan,3,724000.0,23.2,3153.0,3.0,2.0,2.0,482.0,-37.82391,145.30266,3598.0,9.0,2017.0,Bayswater,-37.84186299999999,145.26826700000004,3.6205
11005,Beaumaris,9A Comas Rd,h,VB,Marshall,Bayside City Council,Southern Metropolitan,3,1150000.0,17.3,3193.0,3.0,2.0,2.0,335.0,-37.97316,145.04042,5366.0,9.0,2017.0,Cheltenham,-37.966943999999955,145.05477200000007,1.4354
11006,Bentleigh,3 Bendigo Av,h,PI,Obrien,Glen Eira City Council,Southern Metropolitan,5,1915000.0,11.4,3204.0,5.0,2.0,2.0,590.0,-37.92508,145.03606,6795.0,9.0,2017.0,Patterson,-37.92550499999999,145.03546100000005,0.0707
11007,Bentleigh,14 Delhi St,h,PI,Woodards,Glen Eira City Council,Southern Metropolitan,4,1410000.0,11.4,3204.0,4.0,3.0,4.0,623.0,-37.92588,145.04808,6795.0,9.0,2017.0,Patterson,-37.92550499999999,145.03546100000005,1.1076
11008,Bentleigh East,316 Chesterville Rd,h,VB,Buxton,Glen Eira City Council,Southern Metropolitan,2,1020000.0,13.8,3165.0,2.0,1.0,2.0,597.0,-37.93574,145.06169,10969.0,9.0,2017.0,Moorabbin,-37.93482,145.03668300000004,2.1955
11009,Bentleigh East,9 Vine Ct,h,S,Jellis,Glen Eira City Council,Southern Metropolitan,4,1675000.0,13.8,3165.0,4.0,2.0,2.0,400.0,-37.91608,145.05715,10969.0,9.0,2017.0,Mckinnon,-37.91071299999999,145.03822300000002,1.7644
11010,Berwick,13 Ridge Rd,h,SP,Barry,Casey City Council,Eastern Victoria,3,835000.0,35.2,3806.0,3.0,2.0,2.0,957.0,-38.03383,145.36314,17093.0,9.0,2017.0,Berwick,-38.03968099999997,145.34497299999998,1.7189
11011,Black Rock,3/3 First St,u,S,Ray,Bayside City Council,Southern Metropolitan,3,945000.0,17.3,3193.0,3.0,2.0,2.0,749.0,-37.97676,145.01851,2866.0,9.0,2017.0,Sandringham,-37.950256999999965,145.004588,3.1897
11012,Blackburn,3/33 Glen Ebor Av,h,S,Ray,Whitehorse City Council,Eastern Metropolitan,3,786000.0,13.4,3130.0,3.0,1.0,2.0,1271.0,-37.82151,145.16139,5713.0,9.0,2017.0,Blackburn,-37.82015799999999,145.15019700000005,0.9946
11013,Blackburn North,31 Primula St,h,S,Buxton,Whitehorse City Council,Eastern Metropolitan,5,1555000.0,13.4,3130.0,5.0,2.0,2.0,602.0,-37.80425,145.14477,2867.0,9.0,2017.0,Blackburn,-37.82015799999999,145.15019700000005,1.832
11014,Blackburn North,101 Shafer Rd,h,PI,Fletchers,Whitehorse City Council,Eastern Metropolitan,4,1475000.0,13.4,3130.0,4.0,2.0,2.0,582.0,-37.80505,145.14919,2867.0,9.0,2017.0,Blackburn,-37.82015799999999,145.15019700000005,1.6823
11015,Blackburn South,144 Middleborough Rd,h,S,McGrath,Whitehorse City Council,Eastern Metropolitan,4,1229000.0,13.4,3130.0,4.0,2.0,2.0,727.0,-37.84378,145.13407,4387.0,9.0,2017.0,Laburnum,-37.82091499999996,145.14050200000008,2.6045
11016,Bonbeach,37 Mernda Av,h,SP,hockingstuart,Kingston City Council,South-Eastern Metropolitan,3,965000.0,27.0,3196.0,3.0,2.0,2.0,572.0,-38.06866,145.12677,2887.0,9.0,2017.0,Carrum,-38.07593699999995,145.122653,0.8858
11017,Box Hill,2/8 Simpsons Rd,u,S,Philip,Whitehorse City Council,Eastern Metropolitan,2,653000.0,10.9,3128.0,2.0,1.0,1.0,84.0,-37.8179,145.1341,4605.0,9.0,2017.0,Laburnum,-37.82091499999996,145.14050200000008,0.6547
11018,Brighton East,86 Glencairn Av,h,S,Buxton,Bayside City Council,Southern Metropolitan,5,2750000.0,10.3,3187.0,5.0,3.0,3.0,626.0,-37.92427,145.02003,6938.0,9.0,2017.0,Patterson,-37.92550499999999,145.03546100000005,1.3604
11019,Broadmeadows,12 Merricks St,h,S,Barry,Hume City Council,Northern Metropolitan,3,575500.0,14.0,3047.0,3.0,1.0,3.0,580.0,-37.6798,144.90936,4294.0,9.0,2017.0,Broadmeadows,-37.683362999999986,144.91937000000007,0.9659
11020,Brooklyn,1 Brack Av,h,SP,hockingstuart,Brimbank City Council,Western Metropolitan,3,901000.0,6.4,3012.0,3.0,2.0,3.0,738.0,-37.8227,144.84094,962.0,9.0,2017.0,Tottenham,-37.79925499999996,144.86294800000007,3.2456
11021,Brunswick,281 Albion St,h,S,hockingstuart,Moreland City Council,Northern Metropolitan,3,1150000.0,5.2,3056.0,3.0,1.0,1.0,360.0,-37.75992,144.95664,11918.0,9.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,0.4089
11022,Brunswick,232 Brunswick Rd,h,SP,Chambers,Moreland City Council,Northern Metropolitan,3,1280000.0,5.2,3056.0,3.0,1.0,2.0,212.0,-37.77695,144.95785,11918.0,9.0,2017.0,Jewell,-37.77484999999996,144.958749,0.2465
11023,Brunswick,146 Donald St,h,S,Jellis,Moreland City Council,Northern Metropolitan,3,1325000.0,5.2,3056.0,3.0,1.0,1.0,331.0,-37.75877,144.97316,11918.0,9.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,1.1097
11024,Brunswick,15 Eveline St,h,VB,Nelson,Moreland City Council,Northern Metropolitan,4,1630000.0,5.2,3056.0,4.0,2.0,1.0,278.0,-37.77081,144.96318,11918.0,9.0,2017.0,Brunswick,-37.767944,144.95955800000002,0.4505
11025,Brunswick,43 Mitchell St,h,PI,Jellis,Moreland City Council,Northern Metropolitan,4,1275000.0,5.2,3056.0,4.0,1.0,2.0,518.0,-37.75883,144.96749,11918.0,9.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,0.6981
11026,Brunswick,22 Stanley St,h,S,Nelson,Moreland City Council,Northern Metropolitan,4,1770000.0,5.2,3056.0,4.0,2.0,3.0,461.0,-37.76296,144.97239,11918.0,9.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,1.0465
11027,Brunswick East,20 Glenmorgan St,h,S,Nelson,Moreland City Council,Northern Metropolitan,2,1065000.0,4.0,3057.0,2.0,1.0,1.0,186.0,-37.76321,144.97837,5533.0,9.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,1.5723
11028,Brunswick East,2/162 Lygon St,u,SP,Jellis,Moreland City Council,Northern Metropolitan,2,522000.0,4.0,3057.0,2.0,1.0,1.0,186.0,-37.77315,144.97161,5533.0,9.0,2017.0,Jewell,-37.77484999999996,144.958749,1.1461
11029,Brunswick West,30 Cornwall St,h,SP,Woodards,Moreland City Council,Northern Metropolitan,3,1000000.0,5.2,3055.0,3.0,1.0,2.0,399.0,-37.75744,144.94945,7082.0,9.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,1.0953
11030,Brunswick West,3 Temple St,h,SP,Nelson,Moreland City Council,Northern Metropolitan,3,1080000.0,5.2,3055.0,3.0,1.0,2.0,218.0,-37.76563,144.94111,7082.0,9.0,2017.0,Brunswick,-37.767944,144.95955800000002,1.6419
11031,Bulleen,12 Ralph St,h,PI,Luxton,Manningham City Council,Eastern Metropolitan,4,1300000.0,10.8,3105.0,4.0,2.0,3.0,650.0,-37.77352,145.09844,4480.0,9.0,2017.0,Heidelberg,-37.75714899999997,145.060927,3.7666
11032,Bulleen,12 Rocklea Rd,h,S,Barry,Manningham City Council,Eastern Metropolitan,3,1331000.0,10.8,3105.0,3.0,2.0,2.0,697.0,-37.76823,145.08103,4480.0,9.0,2017.0,Heidelberg,-37.75714899999997,145.060927,2.1543
11033,Bundoora,219 Greenwood Dr,h,S,Ray,Banyule City Council,Northern Metropolitan,3,745000.0,12.1,3083.0,3.0,1.0,2.0,586.0,-37.70762,145.07179,10175.0,9.0,2017.0,Watsonia,-37.71137999999996,145.083389,1.1027
11034,Burnside Heights,16 Stanthorp St,h,S,YPA,Melton City Council,Western Metropolitan,3,655000.0,14.8,3023.0,3.0,2.0,2.0,419.0,-37.73244,144.75669,1686.0,9.0,2017.0,Keilor Plains,-37.729602,144.79381,3.2797
11035,Burwood East,3 Sugarloaf Cl,h,VB,Noel,Whitehorse City Council,Eastern Metropolitan,3,680000.0,14.7,3151.0,3.0,1.0,1.0,189.0,-37.85777,145.14009,4048.0,9.0,2017.0,Mount Waverley,-37.87527399999999,145.12841300000002,2.1998
11036,Camberwell,15 Tyne St,h,S,Jellis,Boroondara City Council,Southern Metropolitan,4,2850000.0,7.7,3124.0,4.0,2.0,8.0,905.0,-37.84578,145.08436,8920.0,9.0,2017.0,Burwood,-37.851350999999966,145.08036800000002,0.7118
11037,Camberwell,3 Wiringa Av,h,VB,Marshall,Boroondara City Council,Southern Metropolitan,5,2800000.0,7.7,3124.0,5.0,2.0,2.0,768.0,-37.83825,145.08163,8920.0,9.0,2017.0,Hartwell,-37.843763999999965,145.07541700000002,0.8207
11038,Carnegie,52 Tranmere Av,h,VB,Ray,Glen Eira City Council,Southern Metropolitan,4,1966000.0,10.1,3163.0,4.0,2.0,2.0,627.0,-37.89184,145.06056,7822.0,9.0,2017.0,Murrumbeena,-37.890266,145.06733200000008,0.6195
11039,Carnegie,12/40 Woorayl St,u,S,Ray,Glen Eira City Council,Southern Metropolitan,1,381000.0,10.1,3163.0,1.0,1.0,1.0,2048.0,-37.88642,145.05979,7822.0,9.0,2017.0,Carnegie,-37.886236999999994,145.05857600000002,0.1085
11040,Caroline Springs,3 Salford La,h,S,HAR,Melton City Council,Western Metropolitan,3,646000.0,14.8,3023.0,3.0,1.0,2.0,238.0,-37.73917,144.72874,7719.0,9.0,2017.0,Keilor Plains,-37.729602,144.79381,5.8203
11041,Cheltenham,5 Alice St,h,PI,O'Brien,Bayside City Council,Southern Metropolitan,3,1100000.0,17.9,3192.0,3.0,2.0,2.0,603.0,-37.97462,145.07906,9758.0,9.0,2017.0,Mentone,-37.98197499999998,145.06524000000002,1.4615
11042,Cheltenham,139 Park Rd,h,S,Buxton,Bayside City Council,Southern Metropolitan,3,1015000.0,17.9,3192.0,3.0,1.0,2.0,566.0,-37.96488,145.05276,9758.0,9.0,2017.0,Cheltenham,-37.966943999999955,145.05477200000007,0.2895
11043,Cheltenham,53 Primrose Av,t,S,Buxton,Bayside City Council,Southern Metropolitan,3,795000.0,17.9,3192.0,3.0,2.0,2.0,138.0,-37.95656,145.06926,9758.0,9.0,2017.0,Cheltenham,-37.966943999999955,145.05477200000007,1.7165
11044,Cheltenham,72 Wilson St,h,S,O'Brien,Bayside City Council,Southern Metropolitan,3,1160000.0,17.9,3192.0,3.0,2.0,2.0,534.0,-37.9583,145.06041,9758.0,9.0,2017.0,Southland,-37.958177999999975,145.048673,1.0291
11045,Cheltenham,53 Wingrove St,h,S,O'Brien,Bayside City Council,Southern Metropolitan,4,1160000.0,17.9,3192.0,4.0,2.0,2.0,585.0,-37.95272,145.06573,9758.0,9.0,2017.0,Southland,-37.958177999999975,145.048673,1.6139
11046,Clayton South,4 Wannan Ct,h,S,C21,Kingston City Council,South-Eastern Metropolitan,3,800000.0,17.5,3169.0,3.0,1.0,2.0,602.0,-37.94146,145.11121,4734.0,9.0,2017.0,Clayton,-37.92470199999997,145.12056700000005,2.0361
11047,Coburg,13 Shackell St,h,S,Brad,Darebin City Council,Northern Metropolitan,4,1000000.0,6.7,3058.0,4.0,2.0,1.0,343.0,-37.74234,144.95169,11204.0,9.0,2017.0,Coburg,-37.742411000000004,144.963347,1.025
11048,Craigieburn,5 Blackbird Tce,h,S,Ray,Hume City Council,Northern Metropolitan,4,735000.0,20.6,3064.0,4.0,2.0,2.0,771.0,-37.57383,144.92424,15510.0,9.0,2017.0,Craigieburn,-37.602716999999984,144.94301200000007,3.6129
11049,Craigieburn,111 Hanson Rd,h,S,Ray,Hume City Council,Northern Metropolitan,4,600000.0,20.6,3064.0,4.0,2.0,2.0,630.0,-37.58905,144.93658,15510.0,9.0,2017.0,Craigieburn,-37.602716999999984,144.94301200000007,1.6219
11050,Craigieburn,9 Huntingfield St,h,SP,YPA,Hume City Council,Northern Metropolitan,4,475000.0,20.6,3064.0,4.0,2.0,1.0,294.0,-37.58364,144.90804,15510.0,9.0,2017.0,Craigieburn,-37.602716999999984,144.94301200000007,3.7409
11051,Craigieburn,328 Waterview Bvd,h,S,Barry,Hume City Council,Northern Metropolitan,3,552000.0,20.6,3064.0,3.0,2.0,2.0,448.0,-37.57869,144.91069,15510.0,9.0,2017.0,Craigieburn,-37.602716999999984,144.94301200000007,3.9049
11052,Croydon,11 Aminga Ct,h,S,Barry,Maroondah City Council,Eastern Metropolitan,3,840500.0,23.0,3136.0,3.0,1.0,2.0,850.0,-37.78297,145.28774,11925.0,9.0,2017.0,Croydon,-37.79575399999999,145.27988400000004,1.5803
11053,Croydon,6 Webster Av,h,S,Barry,Maroondah City Council,Eastern Metropolitan,5,1180000.0,23.0,3136.0,5.0,3.0,3.0,857.0,-37.79773,145.26956,11925.0,9.0,2017.0,Croydon,-37.79575399999999,145.27988400000004,0.9334
11054,Deer Park,1 Christie St,h,S,HAR,Brimbank City Council,Western Metropolitan,3,632000.0,14.8,3023.0,3.0,1.0,1.0,562.0,-37.77224,144.77381,6388.0,9.0,2017.0,Ginifer,-37.75758099999996,144.80964300000005,3.5466
11055,Delahey,4 Adina Pl,h,S,One,Brimbank City Council,Western Metropolitan,3,607500.0,18.0,3037.0,3.0,2.0,2.0,528.0,-37.71046,144.77043,2898.0,9.0,2017.0,Watergardens,-37.700717,144.77386,1.1246
11056,Delahey,7 Shale Ct,h,S,Purplebricks,Brimbank City Council,Western Metropolitan,3,563000.0,18.0,3037.0,3.0,2.0,2.0,469.0,-37.72438,144.7655,2898.0,9.0,2017.0,Keilor Plains,-37.729602,144.79381,2.5566
11057,Derrimut,1 Sinclair Grn,h,S,Stockdale,Brimbank City Council,Western Metropolitan,4,695000.0,14.7,3030.0,4.0,2.0,2.0,516.0,-37.78763,144.75963,2276.0,9.0,2017.0,Ginifer,-37.75758099999996,144.80964300000005,5.5216
11058,Diamond Creek,37 Brownlow Dr,h,S,Morrison,Nillumbik Shire Council,Northern Victoria,4,990000.0,21.8,3089.0,4.0,3.0,2.0,1001.0,-37.65972,145.159,4258.0,9.0,2017.0,Diamond Creek,-37.67332899999997,145.15873800000008,1.5134
11059,Doncaster,104 Ayr St,h,PI,Barry,Manningham City Council,Eastern Metropolitan,4,1260000.0,12.4,3108.0,4.0,3.0,3.0,730.0,-37.77871,145.10356,9028.0,9.0,2017.0,Heidelberg,-37.75714899999997,145.060927,4.4487
11060,Doncaster East,21 Gaudion Rd,h,S,Barry,Manningham City Council,Eastern Metropolitan,4,1310000.0,14.3,3109.0,4.0,2.0,2.0,664.0,-37.77472,145.15197,10999.0,9.0,2017.0,Blackburn,-37.82015799999999,145.15019700000005,5.0549
11061,Doncaster East,8 Rowallan Ct,h,S,ASL,Manningham City Council,Eastern Metropolitan,5,1890000.0,14.3,3109.0,5.0,2.0,2.0,659.0,-37.78628,145.1667,10999.0,9.0,2017.0,Nunawading,-37.820719999999994,145.174174,3.8854
11062,Donvale,128 Mitcham Rd,u,S,Noel,Manningham City Council,Eastern Metropolitan,3,775000.0,16.1,3111.0,3.0,2.0,1.0,294.0,-37.79937,145.18164,4790.0,9.0,2017.0,Mitcham,-37.81797799999998,145.19228099999998,2.2705
11063,Doreen,11 Rove La,h,SP,The,Nillumbik Shire Council,Northern Victoria,2,365500.0,25.9,3754.0,2.0,1.0,2.0,184.0,-37.60835,145.12073,7254.0,9.0,2017.0,South Morang,-37.64907599999998,145.06746800000008,6.5198
11064,Edithvale,77 Fraser Av,h,S,hockingstuart,Kingston City Council,South-Eastern Metropolitan,3,837000.0,27.0,3196.0,3.0,1.0,1.0,441.0,-38.03804,145.11728,2546.0,9.0,2017.0,Edithvale,-38.03813299999996,145.10852699999998,0.7666
11065,Edithvale,107 Kinross Av,h,S,Hodges,Kingston City Council,South-Eastern Metropolitan,3,950000.0,27.0,3196.0,3.0,1.0,2.0,560.0,-38.03288,145.11678,2546.0,9.0,2017.0,Edithvale,-38.03813299999996,145.10852699999998,0.9293
11066,Epping,7 Centurion Ct,h,S,Love,Whittlesea City Council,Northern Metropolitan,3,646000.0,19.6,3076.0,3.0,2.0,2.0,716.0,-37.64206,145.03703,10926.0,9.0,2017.0,Epping,-37.65301699999998,145.02860700000008,1.4263
11067,Epping,376 Dalton Rd,h,S,Barry,Whittlesea City Council,Northern Metropolitan,3,625000.0,19.6,3076.0,3.0,1.0,2.0,534.0,-37.65843,145.03091,10926.0,9.0,2017.0,Epping,-37.65301699999998,145.02860700000008,0.6351
11068,Epping,2 Dransfield Wy,h,S,hockingstuart,Whittlesea City Council,Northern Metropolitan,3,552500.0,19.6,3076.0,3.0,1.0,1.0,521.0,-37.63854,145.05179,10926.0,9.0,2017.0,South Morang,-37.64907599999998,145.06746800000008,1.8105
11069,Essendon,66 Roberts St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1710000.0,7.5,3040.0,3.0,1.0,2.0,795.0,-37.74903,144.89924,9264.0,9.0,2017.0,Essendon,-37.75600799999995,144.916198,1.6807
11070,Fawkner,13 Lorne St,h,S,Eview,Hume City Council,Northern Metropolitan,4,800000.0,13.1,3060.0,4.0,3.0,2.0,308.0,-37.7166,144.97665,5070.0,9.0,2017.0,Fawkner,-37.71468199999998,144.96055,1.4321
11071,Ferntree Gully,14 Hancock Dr,h,S,Ray,Knox City Council,Eastern Metropolitan,3,791100.0,24.8,3156.0,3.0,2.0,2.0,640.0,-37.89335,145.27924,10788.0,9.0,2017.0,Ferntree Gully,-37.88159299999995,145.29517099999998,1.9141
11072,Ferntree Gully,27 Malua Rd,h,S,Noel,Knox City Council,Eastern Metropolitan,2,775000.0,24.8,3156.0,2.0,1.0,1.0,733.0,-37.87101,145.26642,10788.0,9.0,2017.0,Boronia,-37.859830999999986,145.28429700000004,2.002
11073,Fitzroy,138 Cecil St,h,PI,Nelson,Yarra City Council,Northern Metropolitan,3,1210000.0,2.1,3065.0,3.0,1.0,2.0,155.0,-37.79451,144.98208,5825.0,9.0,2017.0,Victoria Park,-37.79938099999998,144.99440700000002,1.211
11074,Fitzroy,32 Cecil St,h,S,Woodards,Yarra City Council,Northern Metropolitan,2,1300000.0,2.1,3065.0,2.0,1.0,1.0,125.0,-37.79395,144.97698,5825.0,9.0,2017.0,Victoria Park,-37.79938099999998,144.99440700000002,1.646
11075,Fitzroy North,397 Rae St,h,S,Nelson,Moreland City Council,Northern Metropolitan,3,1730000.0,3.6,3068.0,3.0,2.0,2.0,175.0,-37.78305,144.97997,6244.0,9.0,2017.0,Rushall,-37.78318299999995,144.99241300000006,1.0936
11076,Flemington,18 Shields St,h,S,Nelson,Melbourne City Council,Northern Metropolitan,2,1100000.0,3.4,3031.0,2.0,1.0,1.0,193.0,-37.78749,144.93203,3593.0,9.0,2017.0,Newmarket,-37.78690499999999,144.92888600000003,0.2838
11077,Flemington,2/121 Wellington St,u,S,Nelson,Melbourne City Council,Northern Metropolitan,2,452500.0,3.4,3031.0,2.0,1.0,1.0,807.0,-37.783,144.93204,3593.0,9.0,2017.0,Newmarket,-37.78690499999999,144.92888600000003,0.5151
11078,Forest Hill,14 Box Av,h,VB,Noel,Whitehorse City Council,Eastern Metropolitan,4,1350000.0,15.4,3131.0,4.0,2.0,2.0,653.0,-37.84362,145.16976,4385.0,9.0,2017.0,Nunawading,-37.820719999999994,145.174174,2.5757
